#QTL	Publication	TO	type	CO	Location
QGCOL6.1	Rhodes et al 2014				6:4363933-5008917
QGCOL6.2	Rhodes et al 2014				6:4366617-5131707
QGCOL6.3	Rhodes et al 2014				6:4366619-5131829
QGCOL6.4	Rhodes et al 2014				6:4368893-5235875
QGCOL6.5	Rhodes et al 2014				6:4379547-5723425
QGCOL6.6	Rhodes et al 2014				6:4385039-5974772
QGCOL6.7	Rhodes et al 2014				6:46730704-46926930
QGCOL6.8	Rhodes et al 2014				6:47235444-47750953
QGCOL6.17	Salas Fernandez et al 2008				6:49690281-52295083
QGCOL6.9	Rhodes et al 2014				6:52632440-52734200
QGCOL6.10	Rhodes et al 2014				6:53749626-53864338
QGCOL6.11	Rhodes et al 2014				6:55653174-55805785
QGCOL6.12	Rhodes et al 2014				6:55653174-55805785
QGCOL6.13	Rhodes et al 2014				6:60151138-60235495
QGCOL6.14	Rhodes et al 2014				6:60151138-60235495
QGCOL6.15	Rhodes et al 2014				6:60178623-60262981
QGCOL6.16	Rhodes et al 2014				6:60178623-60262981
QGCOL7.3	Mace and Jordan 2010				7:58206086-59531902
QGCOL7.2	Salas Fernandez et al 2008				7:61476044-63461079
QGCOL7.1	Rhodes et al 2014				7:62076518-62162716
QGCOL8.26	Salas Fernandez et al 2008				8:1765416-2431144
QGCOL8.1	Rhodes et al 2014				8:59695441-59830700
QGCOL8.2	Rhodes et al 2014				8:59906996-60042255
QGCOL8.3	Rhodes et al 2014				8:60093693-60231373
QGCOL8.4	Rhodes et al 2014				8:60093693-60231373
QGCOL8.5	Rhodes et al 2014				8:60093693-60231373
QGCOL8.6	Rhodes et al 2014				8:60093693-60231373
QGCOL8.7	Rhodes et al 2014				8:60093798-60231500
QGCOL8.8	Rhodes et al 2014				8:60093798-60231500
QGCOL8.9	Rhodes et al 2014				8:60093798-60231500
QGCOL8.10	Rhodes et al 2014				8:60093833-60231543
QGCOL8.11	Rhodes et al 2014				8:60093833-60231543
QGCOL8.12	Rhodes et al 2014				8:60093833-60231543
QGCOL8.13	Rhodes et al 2014				8:60093840-60231551
QGCOL8.14	Rhodes et al 2014				8:60093840-60231551
QGCOL8.15	Rhodes et al 2014				8:60093936-60231667
QGCOL8.16	Rhodes et al 2014				8:60093951-60231686
QGCOL8.17	Rhodes et al 2014				8:60093966-60231703
QGCOL8.18	Rhodes et al 2014				8:60094059-60231817
QGCOL8.19	Rhodes et al 2014				8:60094327-60232143
QGCOL8.20	Rhodes et al 2014				8:60094327-60232143
QGCOL8.21	Rhodes et al 2014				8:60094327-60232143
QGCOL8.22	Rhodes et al 2014				8:60094329-60232145
QGCOL8.23	Rhodes et al 2014				8:60094329-60232145
QGCOL8.24	Rhodes et al 2014				8:60094329-60232145
QGCOL8.25	Rhodes et al 2014				8:60538443-60717788
QGCOL10.1	Salas Fernandez et al 2008				10:3266848-8612490
QGCOL10.2	Salas Fernandez et al 2008				10:58356296-60429366
QGREC1.11	Shakoor et al 2016				1:2195257-2220227
QGREC1.12	Shakoor et al 2016				1:2195260-2220230
QGREC1.26	Shakoor et al 2016				1:2248394-4115275
QGREC1.28	Shakoor et al 2016				1:4992498-5148312
QGREC1.4	Shakoor et al 2016				1:6980370-7262454
QGREC1.24	Shakoor et al 2016				1:6980370-7262454
QGREC1.29	Shakoor et al 2016				1:7561042-7850817
QGREC1.30	Shakoor et al 2016				1:7561336-7854435
QGREC1.31	Shakoor et al 2016				1:7561338-7854460
QGREC1.32	Shakoor et al 2016				1:7561338-7854463
QGREC1.33	Shakoor et al 2016				1:7567134-7925665
QGREC1.23	Shakoor et al 2016				1:10513426-11170075
QGREC1.25	Shakoor et al 2016				1:11203697-11549925
QGREC1.13	Shakoor et al 2016				1:14680946-14878732
QGREC1.14	Shakoor et al 2016				1:14680946-14878734
QGREC1.8	Shakoor et al 2016				1:17571895-18943626
QGREC1.9	Shakoor et al 2016				1:17588427-18975617
QGREC1.6	Shakoor et al 2016				1:18807794-20325045
QGREC1.21	Shakoor et al 2016				1:24715726-49929504
QGREC1.15	Shakoor et al 2016				1:57784237-58557526
QGREC1.1	Shakoor et al 2016				1:57785151-58558736
QGREC1.2	Shakoor et al 2016				1:57785151-58558737
QGREC1.5	Shakoor et al 2016				1:59047685-59158261
QGREC1.27	Shakoor et al 2016				1:62326132-63117371
QGREC1.19	Shakoor et al 2016				1:63198480-63420927
QGREC1.20	Shakoor et al 2016				1:63198481-63420929
QGREC1.3	Shakoor et al 2016				1:65298521-65405625
QGREC1.7	Shakoor et al 2016				1:71999069-72240863
QGREC1.16	Shakoor et al 2016				1:71999069-72240863
QGREC1.17	Shakoor et al 2016				1:71999131-72240890
QGREC1.18	Shakoor et al 2016				1:72779122-73772679
QGREC1.10	Shakoor et al 2016				1:74688712-74901850
QGREC1.22	Shakoor et al 2016				1:78396425-78396426
QGREC2.18	Shakoor et al 2016				2:0-1270533
QGREC2.45	Shakoor et al 2016				2:0-1270533
QGREC2.43	Shakoor et al 2016				2:1450200-1564297
QGREC2.46	Shakoor et al 2016				2:6059806-6061100
QGREC2.49	Shakoor et al 2016				2:7721389-9271393
QGREC2.38	Shakoor et al 2016				2:7758216-9296034
QGREC2.39	Shakoor et al 2016				2:9263045-9360333
QGREC2.36	Shakoor et al 2016				2:9297047-9394335
QGREC2.34	Shakoor et al 2016				2:12744802-13190532
QGREC2.35	Shakoor et al 2016				2:12744802-13190546
QGREC2.1	Shakoor et al 2016				2:16805168-20403133
QGREC2.2	Shakoor et al 2016				2:16805793-20403133
QGREC2.3	Shakoor et al 2016				2:16819453-20403133
QGREC2.4	Shakoor et al 2016				2:16882330-20403133
QGREC2.5	Shakoor et al 2016				2:16931577-20403133
QGREC2.6	Shakoor et al 2016				2:17001032-20403133
QGREC2.7	Shakoor et al 2016				2:17015949-20403133
QGREC2.8	Shakoor et al 2016				2:17063517-20403133
QGREC2.9	Shakoor et al 2016				2:17073180-20403133
QGREC2.10	Shakoor et al 2016				2:17170254-20403133
QGREC2.11	Shakoor et al 2016				2:17187171-20403133
QGREC2.12	Shakoor et al 2016				2:17257153-20403133
QGREC2.13	Shakoor et al 2016				2:17308878-20403133
QGREC2.14	Shakoor et al 2016				2:17322223-20403133
QGREC2.15	Shakoor et al 2016				2:20403133-48011897
QGREC2.16	Shakoor et al 2016				2:20403133-48023824
QGREC2.42	Shakoor et al 2016				2:55940473-55946250
QGREC2.44	Shakoor et al 2016				2:56463119-56612531
QGREC2.50	Shakoor et al 2016				2:60433524-60451645
QGREC2.51	Shakoor et al 2016				2:60436058-60451661
QGREC2.19	Shakoor et al 2016				2:60559669-61545454
QGREC2.56	Shakoor et al 2016				2:62630390-62708351
QGREC2.20	Shakoor et al 2016				2:62685255-62735335
QGREC2.47	Shakoor et al 2016				2:62695399-62745478
QGREC2.48	Shakoor et al 2016				2:62695399-62745479
QGREC2.21	Shakoor et al 2016				2:62695681-62745761
QGREC2.22	Shakoor et al 2016				2:62695702-62745782
QGREC2.23	Shakoor et al 2016				2:62695708-62745787
QGREC2.24	Shakoor et al 2016				2:65537341-65890748
QGREC2.25	Shakoor et al 2016				2:65600702-65924449
QGREC2.26	Shakoor et al 2016				2:65656981-65952942
QGREC2.27	Shakoor et al 2016				2:65656982-65952942
QGREC2.28	Shakoor et al 2016				2:65737712-65993815
QGREC2.29	Shakoor et al 2016				2:65878353-66065019
QGREC2.40	Shakoor et al 2016				2:66467659-66467661
QGREC2.30	Shakoor et al 2016				2:66467660-67480804
QGREC2.41	Shakoor et al 2016				2:66467660-67539727
QGREC2.31	Shakoor et al 2016				2:66467661-67605884
QGREC2.32	Shakoor et al 2016				2:68576484-68668826
QGREC2.57	Shakoor et al 2016				2:68576484-68668826
QGREC2.33	Shakoor et al 2016				2:68808058-68984131
QGREC2.58	Shakoor et al 2016				2:68808058-68984131
QGREC2.59	Shakoor et al 2016				2:68809136-68987471
QGREC2.60	Shakoor et al 2016				2:68820266-69021953
QGREC2.61	Shakoor et al 2016				2:68821290-69025126
QGREC2.62	Shakoor et al 2016				2:69226952-69717047
QGREC2.52	Shakoor et al 2016				2:69409596-69740637
QGREC2.53	Shakoor et al 2016				2:69812621-69819865
QGREC2.54	Shakoor et al 2016				2:69812716-69819960
QGREC2.55	Shakoor et al 2016				2:69823262-69830505
QGREC2.37	Shakoor et al 2016				2:73416705-73447450
QGREC2.63	Shakoor et al 2016				2:74483298-74543136
QGREC2.17	Shakoor et al 2016				2:76388425-76401800
QGREC3.21	Shakoor et al 2016				3:3011080-3049558
QGREC3.17	Shakoor et al 2016				3:3117880-4283154
QGREC3.1	Shakoor et al 2016				3:4544231-4867973
QGREC3.8	Shakoor et al 2016				3:5280905-5423531
QGREC3.9	Shakoor et al 2016				3:8210500-9331821
QGREC3.10	Shakoor et al 2016				3:8211105-9332533
QGREC3.11	Shakoor et al 2016				3:8214280-9336269
QGREC3.12	Shakoor et al 2016				3:8216343-9338697
QGREC3.13	Shakoor et al 2016				3:9269841-9357562
QGREC3.31	Shakoor et al 2016				3:9275455-9363175
QGREC3.20	Shakoor et al 2016				3:10876452-10940599
QGREC3.15	Shakoor et al 2016				3:11837861-12769272
QGREC3.2	Shakoor et al 2016				3:16868254-46885929
QGREC3.3	Shakoor et al 2016				3:16868256-46885948
QGREC3.4	Shakoor et al 2016				3:16868257-46885965
QGREC3.6	Shakoor et al 2016				3:48213455-50181072
QGREC3.7	Shakoor et al 2016				3:48215590-50181346
QGREC3.28	Shakoor et al 2016				3:48215976-50181396
QGREC3.29	Shakoor et al 2016				3:48216057-50181406
QGREC3.30	Shakoor et al 2016				3:55669774-55746279
QGREC3.23	Shakoor et al 2016				3:57018654-57025777
QGREC3.24	Shakoor et al 2016				3:58635002-58711067
QGREC3.5	Shakoor et al 2016				3:62464531-62687563
QGREC3.19	Shakoor et al 2016				3:65343467-65614845
QGREC3.14	Shakoor et al 2016				3:65360193-65673079
QGREC3.18	Shakoor et al 2016				3:66572479-67095145
QGREC3.25	Shakoor et al 2016				3:69146236-69214312
QGREC3.22	Shakoor et al 2016				3:70093940-70369566
QGREC3.26	Shakoor et al 2016				3:71725741-72046738
QGREC3.16	Shakoor et al 2016				3:71919776-72254114
QGREC3.27	Shakoor et al 2016				3:73163746-73262614
QGREC4.9	Shakoor et al 2016				4:4271788-4326157
QGREC4.29	Shakoor et al 2016				4:6516972-6540178
QGREC4.30	Shakoor et al 2016				4:6516975-6540181
QGREC4.25	Shakoor et al 2016				4:6554885-6578090
QGREC4.31	Shakoor et al 2016				4:13608743-40236705
QGREC4.10	Shakoor et al 2016				4:13619185-40253059
QGREC4.11	Shakoor et al 2016				4:13631728-40272704
QGREC4.12	Shakoor et al 2016				4:13647055-40296707
QGREC4.13	Shakoor et al 2016				4:13649190-40300051
QGREC4.7	Shakoor et al 2016				4:13661001-40318549
QGREC4.14	Shakoor et al 2016				4:13776100-40498811
QGREC4.8	Shakoor et al 2016				4:13802585-40540290
QGREC4.15	Shakoor et al 2016				4:40685014-43601004
QGREC4.1	Shakoor et al 2016				4:41316522-44781467
QGREC4.16	Shakoor et al 2016				4:50844278-51075953
QGREC4.17	Shakoor et al 2016				4:50844280-51075954
QGREC4.18	Shakoor et al 2016				4:51107047-51338721
QGREC4.2	Shakoor et al 2016				4:51642420-52005479
QGREC4.3	Shakoor et al 2016				4:51891585-52789336
QGREC4.4	Shakoor et al 2016				4:51897575-52807834
QGREC4.5	Shakoor et al 2016				4:52303503-52887856
QGREC4.6	Shakoor et al 2016				4:53796414-54884477
QGREC4.19	Shakoor et al 2016				4:55090272-55831287
QGREC4.20	Shakoor et al 2016				4:59232494-60523919
QGREC4.21	Shakoor et al 2016				4:61880002-61914132
QGREC4.22	Shakoor et al 2016				4:61892422-61926552
QGREC4.23	Shakoor et al 2016				4:61898711-61932841
QGREC4.24	Shakoor et al 2016				4:61979234-62153445
QGREC4.26	Shakoor et al 2016				4:65074797-65076499
QGREC4.27	Shakoor et al 2016				4:65076386-65078088
QGREC4.28	Shakoor et al 2016				4:65076386-65078088
QGREC5.9	Shakoor et al 2016				5:695804-742471
QGREC5.10	Shakoor et al 2016				5:695810-742477
QGREC5.17	Shakoor et al 2016				5:1817353-1915542
QGREC5.1	Shakoor et al 2016				5:2022305-2678336
QGREC5.18	Shakoor et al 2016				5:2022305-2678336
QGREC5.19	Shakoor et al 2016				5:2998214-4095457
QGREC5.7	Shakoor et al 2016				5:4095457-4095534
QGREC5.2	Shakoor et al 2016				5:4095507-4095605
QGREC5.4	Shakoor et al 2016				5:9201971-10829046
QGREC5.5	Shakoor et al 2016				5:9202014-10829053
QGREC5.6	Shakoor et al 2016				5:9202019-10829054
QGREC5.3	Shakoor et al 2016				5:10846996-10913945
QGREC5.11	Shakoor et al 2016				5:13414128-51886737
QGREC5.12	Shakoor et al 2016				5:13416254-51888767
QGREC5.13	Shakoor et al 2016				5:56573484-60659500
QGREC5.14	Shakoor et al 2016				5:56641696-60706534
QGREC5.15	Shakoor et al 2016				5:60870511-61919589
QGREC5.16	Shakoor et al 2016				5:60870524-61919610
QGREC5.8	Shakoor et al 2016				5:63194690-64019407
QGREC6.4	Shakoor et al 2016				6:2296538-2442709
QGREC6.24	Shakoor et al 2016				6:42603995-42870224
QGREC6.25	Shakoor et al 2016				6:42603998-42870240
QGREC6.5	Shakoor et al 2016				6:43919421-44697674
QGREC6.6	Shakoor et al 2016				6:45051174-45074344
QGREC6.7	Shakoor et al 2016				6:45057204-45088427
QGREC6.8	Shakoor et al 2016				6:45073404-45194549
QGREC6.9	Shakoor et al 2016				6:45073408-45194577
QGREC6.10	Shakoor et al 2016				6:45073579-45195701
QGREC6.11	Shakoor et al 2016				6:45073580-45195702
QGREC6.12	Shakoor et al 2016				6:45073993-45198414
QGREC6.13	Shakoor et al 2016				6:45074885-45204257
QGREC6.14	Shakoor et al 2016				6:45074886-45204258
QGREC6.15	Shakoor et al 2016				6:45075096-45205633
QGREC6.16	Shakoor et al 2016				6:45075096-45205634
QGREC6.17	Shakoor et al 2016				6:45075096-45205634
QGREC6.18	Shakoor et al 2016				6:45097083-45248861
QGREC6.19	Shakoor et al 2016				6:47224259-47242825
QGREC6.20	Shakoor et al 2016				6:47224262-47242829
QGREC6.1	Shakoor et al 2016				6:47674015-47978574
QGREC6.27	Shakoor et al 2016				6:49677983-50471345
QGREC6.28	Shakoor et al 2016				6:49677990-50471360
QGREC6.29	Shakoor et al 2016				6:51172587-51355309
QGREC6.26	Shakoor et al 2016				6:52085801-52187562
QGREC6.21	Shakoor et al 2016				6:57196172-57346224
QGREC6.22	Shakoor et al 2016				6:57356868-57415927
QGREC6.23	Shakoor et al 2016				6:57361716-57420775
QGREC6.3	Shakoor et al 2016				6:58553892-59832830
QGREC6.2	Shakoor et al 2016				6:59791065-59875422
QGREC7.2	Shakoor et al 2016				7:6383484-6624537
QGREC7.3	Shakoor et al 2016				7:6644055-6721052
QGREC7.1	Shakoor et al 2016				7:9847552-45590861
QGREC8.2	Shakoor et al 2016				8:1423388-1510044
QGREC8.3	Shakoor et al 2016				8:1423403-1510059
QGREC8.6	Shakoor et al 2016				8:4179737-4280552
QGREC8.9	Shakoor et al 2016				8:5136779-5554277
QGREC8.5	Shakoor et al 2016				8:5444565-5862064
QGREC8.10	Shakoor et al 2016				8:53441106-53950338
QGREC8.1	Shakoor et al 2016				8:53441346-53958188
QGREC8.4	Shakoor et al 2016				8:56667079-56826116
QGREC8.7	Shakoor et al 2016				8:62147370-62165890
QGREC8.8	Shakoor et al 2016				8:62147371-62165890
QGREC9.12	Shakoor et al 2016				9:1906099-2095014
QGREC9.4	Shakoor et al 2016				9:7987446-8157447
QGREC9.5	Shakoor et al 2016				9:8157451-8157555
QGREC9.7	Shakoor et al 2016				9:8157710-8157814
QGREC9.8	Shakoor et al 2016				9:8157770-8157874
QGREC9.9	Shakoor et al 2016				9:44204871-46421348
QGREC9.10	Shakoor et al 2016				9:44204887-46421364
QGREC9.1	Shakoor et al 2016				9:48491681-49463110
QGREC9.6	Shakoor et al 2016				9:56647155-57062145
QGREC9.11	Shakoor et al 2016				9:57969340-57979196
QGREC9.2	Shakoor et al 2016				9:57979358-57989213
QGREC9.3	Shakoor et al 2016				9:57995558-58005413
QGREC10.12	Shakoor et al 2016				10:1461578-1486565
QGREC10.19	Shakoor et al 2016				10:1461578-1486565
QGREC10.20	Shakoor et al 2016				10:1689303-1714290
QGREC10.21	Shakoor et al 2016				10:1701046-2886474
QGREC10.1	Shakoor et al 2016				10:3265819-3432210
QGREC10.2	Shakoor et al 2016				10:3265820-3432211
QGREC10.3	Shakoor et al 2016				10:3265821-3432212
QGREC10.22	Shakoor et al 2016				10:3420600-4273068
QGREC10.23	Shakoor et al 2016				10:3420606-4273158
QGREC10.24	Shakoor et al 2016				10:3420856-4277180
QGREC10.10	Shakoor et al 2016				10:10528629-13409787
QGREC10.11	Shakoor et al 2016				10:10530013-13417922
QGREC10.16	Shakoor et al 2016				10:41745111-46108591
QGREC10.13	Shakoor et al 2016				10:42771251-46776770
QGREC10.14	Shakoor et al 2016				10:42771343-46776781
QGREC10.15	Shakoor et al 2016				10:42771347-46776781
QGREC10.8	Shakoor et al 2016				10:51975889-52242183
QGREC10.9	Shakoor et al 2016				10:52031542-52279763
QGREC10.17	Shakoor et al 2016				10:52603252-52825809
QGREC10.18	Shakoor et al 2016				10:54619153-55846871
QGREC10.4	Shakoor et al 2016				10:56466080-56538374
QGREC10.5	Shakoor et al 2016				10:56466081-56538376
QGREC10.6	Shakoor et al 2016				10:56466083-56538377
QGREC10.7	Shakoor et al 2016				10:56466591-56538885
QGFAT1.3	Rhodes et al 2017a				1:61721372-62286678
QGFAT1.1	Murray et al 2008a				1:70138829-71759136
QGFAT1.2	Rami et al 1998				1:74240491-75398123
QGFAT2.1	Murray et al 2008a				2:57023512-58886047
QGFAT2.23	Rhodes et al 2017a				2:57079098-57908303
QGFAT2.58	Rhodes et al 2017a				2:57079098-57908303
QGFAT2.24	Rhodes et al 2017a				2:57079098-57908312
QGFAT2.59	Rhodes et al 2017a				2:57079098-57908312
QGFAT2.82	Cuevas et al 2017				2:57079098-57908312
QGFAT2.25	Rhodes et al 2017a				2:57079098-57908317
QGFAT2.60	Rhodes et al 2017a				2:57079098-57908317
QGFAT2.10	Rhodes et al 2017a				2:57079144-57911159
QGFAT2.41	Rhodes et al 2017a				2:57079144-57911159
QGFAT2.72	Rhodes et al 2017a				2:57079156-57911866
QGFAT2.12	Rhodes et al 2017a				2:57079519-57934294
QGFAT2.50	Rhodes et al 2017a				2:57079519-57934294
QGFAT2.2	Rhodes et al 2017a				2:57079522-57934453
QGFAT2.42	Rhodes et al 2017a				2:57079522-57934453
QGFAT2.3	Rhodes et al 2017a				2:57079522-57934463
QGFAT2.43	Rhodes et al 2017a				2:57079522-57934463
QGFAT2.4	Rhodes et al 2017a				2:57079527-57934781
QGFAT2.39	Rhodes et al 2017a				2:57079527-57934781
QGFAT2.18	Rhodes et al 2017a				2:57079531-57934984
QGFAT2.53	Rhodes et al 2017a				2:57079531-57934984
QGFAT2.5	Rhodes et al 2017a				2:57079643-57941894
QGFAT2.44	Rhodes et al 2017a				2:57079643-57941894
QGFAT2.6	Rhodes et al 2017a				2:57079643-57941903
QGFAT2.47	Rhodes et al 2017a				2:57079643-57941903
QGFAT2.7	Rhodes et al 2017a				2:57079643-57941914
QGFAT2.48	Rhodes et al 2017a				2:57079643-57941914
QGFAT2.13	Rhodes et al 2017a				2:57079705-57945767
QGFAT2.49	Rhodes et al 2017a				2:57079705-57945767
QGFAT2.15	Rhodes et al 2017a				2:57079706-57945799
QGFAT2.51	Rhodes et al 2017a				2:57079706-57945799
QGFAT2.16	Rhodes et al 2017a				2:57079706-57945809
QGFAT2.52	Rhodes et al 2017a				2:57079706-57945809
QGFAT2.30	Rhodes et al 2017a				2:57079707-57945892
QGFAT2.65	Rhodes et al 2017a				2:57079707-57945892
QGFAT2.11	Rhodes et al 2017a				2:57079718-57946550
QGFAT2.45	Rhodes et al 2017a				2:57079718-57946550
QGFAT2.8	Rhodes et al 2017a				2:57079720-57946664
QGFAT2.40	Rhodes et al 2017a				2:57079720-57946664
QGFAT2.9	Rhodes et al 2017a				2:57079720-57946692
QGFAT2.46	Rhodes et al 2017a				2:57079720-57946692
QGFAT2.20	Rhodes et al 2017a				2:57079722-57946797
QGFAT2.55	Rhodes et al 2017a				2:57079722-57946797
QGFAT2.21	Rhodes et al 2017a				2:57079722-57946798
QGFAT2.56	Rhodes et al 2017a				2:57079722-57946798
QGFAT2.81	Rhodes et al 2017a				2:57079875-58413035
QGFAT2.29	Rhodes et al 2017a				2:57079881-58413061
QGFAT2.68	Rhodes et al 2017a				2:57079881-58413061
QGFAT2.32	Rhodes et al 2017a				2:57079884-58413075
QGFAT2.64	Rhodes et al 2017a				2:57079884-58413075
QGFAT2.28	Rhodes et al 2017a				2:57079886-58413081
QGFAT2.75	Rhodes et al 2017a				2:57079886-58413081
QGFAT2.66	Rhodes et al 2017a				2:57079888-58413089
QGFAT2.76	Rhodes et al 2017a				2:57080142-58414187
QGFAT2.79	Rhodes et al 2017a				2:57080337-58415028
QGFAT2.19	Rhodes et al 2017a				2:57080337-58415029
QGFAT2.54	Rhodes et al 2017a				2:57080337-58415029
QGFAT2.31	Rhodes et al 2017a				2:57080338-58415030
QGFAT2.77	Rhodes et al 2017a				2:57080338-58415030
QGFAT2.26	Rhodes et al 2017a				2:57080386-58415240
QGFAT2.63	Rhodes et al 2017a				2:57080386-58415240
QGFAT2.33	Rhodes et al 2017a				2:57080387-58415244
QGFAT2.73	Rhodes et al 2017a				2:57080387-58415244
QGFAT2.36	Rhodes et al 2017a				2:57080392-58415264
QGFAT2.37	Rhodes et al 2017a				2:57080392-58415264
QGFAT2.69	Rhodes et al 2017a				2:57080392-58415264
QGFAT2.70	Rhodes et al 2017a				2:57080392-58415264
QGFAT2.17	Rhodes et al 2017a				2:57080393-58415270
QGFAT2.61	Rhodes et al 2017a				2:57080393-58415270
QGFAT2.34	Rhodes et al 2017a				2:57080396-58415281
QGFAT2.67	Rhodes et al 2017a				2:57080396-58415281
QGFAT2.38	Rhodes et al 2017a				2:57080408-58415333
QGFAT2.80	Rhodes et al 2017a				2:57080408-58415333
QGFAT2.27	Rhodes et al 2017a				2:57080409-58415340
QGFAT2.74	Rhodes et al 2017a				2:57080409-58415340
QGFAT2.22	Rhodes et al 2017a				2:57080411-58415349
QGFAT2.62	Rhodes et al 2017a				2:57080411-58415349
QGFAT2.14	Rhodes et al 2017a				2:57080412-58415350
QGFAT2.57	Rhodes et al 2017a				2:57080412-58415350
QGFAT2.35	Rhodes et al 2017a				2:57080421-58415393
QGFAT2.71	Rhodes et al 2017a				2:57080421-58415393
QGFAT2.78	Rhodes et al 2017a				2:57080450-58415514
QGFAT4.2	Rhodes et al 2017a				4:57405825-60072926
QGFAT4.4	Rhodes et al 2017a				4:57405825-60072926
QGFAT4.1	Rhodes et al 2017a				4:57406981-60076970
QGFAT4.3	Rhodes et al 2017a				4:57406981-60076970
QGFAT7.1	Rhodes et al 2017a				7:6664217-6741213
QGMOI2.1	Murray et al 2008a			CO_324:0000405	2:58547566-59098634
QGMOI4.1	Murray et al 2008a				4:61629279-61768916
QGMLD1.1	Rami et al 1998			CO_324:0000103	1:50546200-57789073
QGMLD1.2	Rami et al 1998			CO_324:0000103	1:54256508-57772731
QGMLD1.3	Rami et al 1998			CO_324:0000103	1:69425049-71999746
QGMLD2.1	Upadhyaya et al 2013c			CO_324:0000103	2:5668875-6043837
QGMLD2.2	Rami et al 1998			CO_324:0000103	2:6051649-6059673
QGMLD4.1	Klein et al 2001				4:12647577-50356484
QGMLD6.1	Klein et al 2001			CO_324:0000103	6:53677341-54825689
QGMLD7.1	Klein et al 2001			CO_324:0000103	7:61877145-62349419
QGMLD8.1	Upadhyaya et al 2013c			CO_324:0000103	8:8149916-53316787
QGMLD9.1	Klein et al 2001			CO_324:0000103	9:6359982-8157747
QGMLD10.1	Klein et al 2001			CO_324:0000103	10:8987059-49882873
QGNMB1.8	Boyles et al 2017				1:0-2010114
QGNMB1.11	Boyles et al 2017				1:0-2213656
QGNMB1.9	Boyles et al 2017				1:0-4007256
QGNMB1.10	Boyles et al 2017				1:943675-2054178
QGNMB1.1	Rami et al 1998				1:2110884-6965257
QGNMB1.2	Nagaraja Reddy et al 2013				1:10613174-13387438
